id,normalized_name,upt_id,ultg_id
MTU-GI-UPT-SBY-GI-70KV-PERAK-d0c571aac92baa74,GI 70KV PERAK,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GI-70KV-PORONG-9d09bac5620c9838,GI 70KV PORONG,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GI-70KV-WARU-dd1a5350d6e76139,GI 70KV WARU,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GIS-150KV-BUDURAN,GIS 150KV BUDURAN,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GIS-150KV-DARMOGRANDE-a67578b02ffdc8cc,GIS 150KV DARMOGRANDE,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GIS-150KV-GEMBONG-8e7400e7f106e92e,GIS 150KV GEMBONG,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-GUNUNGSARI-bc6cbd81ae15af30,GIS 150KV GUNUNGSARI,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GIS-150KV-KEDINDING-19e9eb5c9221b594,GIS 150KV KEDINDING,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-KREMBANGAN-2506142a668daf93,GIS 150KV KREMBANGAN,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-KUPANG-ebcb792fdcc3b3e1,GIS 150KV KUPANG,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-NGAGEL-72a9e0d9c2db86b2,GIS 150KV NGAGEL,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-SAWAHAN,GIS 150KV SAWAHAN,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-SIMPANG-cac9dee9a1af7c9e,GIS 150KV SIMPANG,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-UJUNG-be6932d54c3def1e,GIS 150KV UJUNG,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-UNDAAN-cc8767a7757dd144,GIS 150KV UNDAAN,UPT-SBY,ULTG-PLNM
MTU-GI-UPT-SBY-GIS-150KV-WARU,GIS 150KV WARU,UPT-SBY,ULTG-28V8Y3
MTU-GI-UPT-SBY-GIS-150KV-WONOKROMO-3f5ab3516836a2dc,GIS 150KV WONOKROMO,UPT-SBY,ULTG-PLNM
